source,origin,destination,airline,flight_no,departure_date,lead_time_days,fare_class,base_fare,taxes,total_fare,currency,collected_at
DEMO_AUTHORIZED_API,DEL,HYD,6E,6E-DEMO417,2026-10-26,1,ECONOMY,4208.3,1186.96,5395.26,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,MAA,AI,AI-DEMO542,2026-10-26,45,ECONOMY,4486.96,1265.55,5752.51,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,MAA,AI,AI-DEMO542,2026-10-26,30,ECONOMY,4516.5,1273.89,5790.39,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,MAA,AI,AI-DEMO542,2026-10-26,21,ECONOMY,4627.36,1305.15,5932.52,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,MAA,AI,AI-DEMO542,2026-10-26,15,ECONOMY,4635.44,1307.43,5942.88,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,MAA,AI,AI-DEMO542,2026-10-26,7,ECONOMY,4821.9,1360.02,6181.93,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,MAA,AI,AI-DEMO542,2026-10-26,1,ECONOMY,4856.15,1369.68,6225.84,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,BLR,6E,6E-DEMO621,2026-10-26,45,ECONOMY,3955.81,1115.74,5071.55,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,BLR,6E,6E-DEMO621,2026-10-26,30,ECONOMY,4091.13,1153.91,5245.04,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,BLR,6E,6E-DEMO621,2026-10-26,21,ECONOMY,4103.94,1157.52,5261.47,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,BLR,6E,6E-DEMO621,2026-10-26,15,ECONOMY,4228.73,1192.72,5421.45,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,BLR,6E,6E-DEMO621,2026-10-26,7,ECONOMY,4313.12,1216.52,5529.64,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,BLR,6E,6E-DEMO621,2026-10-26,1,ECONOMY,4205.11,1186.06,5391.17,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,CCU,AI,AI-DEMO764,2026-10-26,45,ECONOMY,4613.61,1301.27,5914.88,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,CCU,AI,AI-DEMO764,2026-10-26,30,ECONOMY,5003.37,1411.21,6414.57,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,CCU,AI,AI-DEMO764,2026-10-26,21,ECONOMY,4894.2,1380.42,6274.61,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,CCU,AI,AI-DEMO764,2026-10-26,15,ECONOMY,5171.47,1458.62,6630.09,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,CCU,AI,AI-DEMO764,2026-10-26,7,ECONOMY,5227.12,1474.32,6701.44,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,CCU,AI,AI-DEMO764,2026-10-26,1,ECONOMY,5112.74,1442.06,6554.8,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,HYD,6E,6E-DEMO931,2026-10-26,45,ECONOMY,3290.83,928.18,4219.02,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,HYD,6E,6E-DEMO931,2026-10-26,30,ECONOMY,3347.07,944.05,4291.12,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,HYD,6E,6E-DEMO931,2026-10-26,21,ECONOMY,3435.91,969.1,4405.01,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,HYD,6E,6E-DEMO931,2026-10-26,15,ECONOMY,3500.63,987.36,4487.99,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,HYD,6E,6E-DEMO931,2026-10-26,7,ECONOMY,3535.8,997.28,4533.08,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,HYD,6E,6E-DEMO931,2026-10-26,1,ECONOMY,3596.69,1014.45,4611.15,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,MAA,6E,6E-DEMO287,2026-10-26,45,ECONOMY,3001.42,846.55,3847.97,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,MAA,6E,6E-DEMO287,2026-10-26,30,ECONOMY,3144.26,886.84,4031.1,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,MAA,6E,6E-DEMO287,2026-10-26,21,ECONOMY,3205.71,904.18,4109.89,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,MAA,6E,6E-DEMO287,2026-10-26,15,ECONOMY,3151.99,889.02,4041.02,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,MAA,6E,6E-DEMO287,2026-10-26,7,ECONOMY,3301.9,931.31,4233.21,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,MAA,6E,6E-DEMO287,2026-10-26,1,ECONOMY,3489.38,984.18,4473.56,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,GOI,AI,AI-DEMO219,2026-10-26,45,ECONOMY,4947.02,1395.31,6342.34,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,GOI,AI,AI-DEMO219,2026-10-26,30,ECONOMY,5224.33,1473.53,6697.86,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,GOI,AI,AI-DEMO219,2026-10-26,21,ECONOMY,5232.4,1475.81,6708.21,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,GOI,AI,AI-DEMO219,2026-10-26,15,ECONOMY,5310.79,1497.91,6808.7,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,GOI,AI,AI-DEMO219,2026-10-26,7,ECONOMY,5404.32,1524.3,6928.62,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,GOI,AI,AI-DEMO219,2026-10-26,1,ECONOMY,5563.86,1569.29,7133.15,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,AMD,6E,6E-DEMO331,2026-10-26,45,ECONOMY,3355.61,946.45,4302.07,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,AMD,6E,6E-DEMO331,2026-10-26,30,ECONOMY,3581.57,1010.19,4591.76,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,AMD,6E,6E-DEMO331,2026-10-26,21,ECONOMY,3635.21,1025.32,4660.52,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,AMD,6E,6E-DEMO331,2026-10-26,15,ECONOMY,3704.93,1044.98,4749.9,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,AMD,6E,6E-DEMO331,2026-10-26,7,ECONOMY,3784.43,1067.4,4851.83,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,AMD,6E,6E-DEMO331,2026-10-26,1,ECONOMY,3785.0,1067.57,4852.57,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,CCU,AI,AI-DEMO476,2026-10-26,45,ECONOMY,4788.72,1350.67,6139.39,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,CCU,AI,AI-DEMO476,2026-10-26,30,ECONOMY,4979.44,1404.46,6383.9,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,CCU,AI,AI-DEMO476,2026-10-26,21,ECONOMY,5244.67,1479.27,6723.93,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,CCU,AI,AI-DEMO476,2026-10-26,15,ECONOMY,5325.02,1501.93,6826.94,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,CCU,AI,AI-DEMO476,2026-10-26,7,ECONOMY,5442.29,1535.01,6977.3,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,CCU,AI,AI-DEMO476,2026-10-26,1,ECONOMY,5537.51,1561.86,7099.38,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,PNQ,6E,6E-DEMO582,2026-10-26,45,ECONOMY,3223.22,909.11,4132.34,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,PNQ,6E,6E-DEMO582,2026-10-26,30,ECONOMY,3373.37,951.46,4324.84,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,PNQ,6E,6E-DEMO582,2026-10-26,21,ECONOMY,3481.63,982.0,4463.63,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,PNQ,6E,6E-DEMO582,2026-10-26,15,ECONOMY,3526.45,994.64,4521.09,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,PNQ,6E,6E-DEMO582,2026-10-26,7,ECONOMY,3514.95,991.4,4506.34,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,PNQ,6E,6E-DEMO582,2026-10-26,1,ECONOMY,3538.37,998.0,4536.37,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,DEL,6E,6E-DEMO694,2026-10-26,45,ECONOMY,4888.62,1378.84,6267.46,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,DEL,6E,6E-DEMO694,2026-10-26,30,ECONOMY,4862.99,1371.61,6234.6,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,DEL,6E,6E-DEMO694,2026-10-26,21,ECONOMY,5013.99,1414.2,6428.2,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,DEL,6E,6E-DEMO694,2026-10-26,15,ECONOMY,5245.72,1479.56,6725.28,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,DEL,6E,6E-DEMO694,2026-10-26,7,ECONOMY,5316.8,1499.61,6816.42,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,DEL,6E,6E-DEMO694,2026-10-26,1,ECONOMY,5251.58,1481.21,6732.79,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,HYD,BLR,AI,AI-DEMO721,2026-10-26,45,ECONOMY,3508.84,989.67,4498.51,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,HYD,BLR,AI,AI-DEMO721,2026-10-26,30,ECONOMY,3590.99,1012.84,4603.83,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,HYD,BLR,AI,AI-DEMO721,2026-10-26,21,ECONOMY,3675.82,1036.77,4712.59,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,HYD,BLR,AI,AI-DEMO721,2026-10-26,15,ECONOMY,3647.06,1028.66,4675.72,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,HYD,BLR,AI,AI-DEMO721,2026-10-26,7,ECONOMY,3702.76,1044.37,4747.13,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,HYD,BLR,AI,AI-DEMO721,2026-10-26,1,ECONOMY,3950.66,1114.29,5064.95,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,MAA,DEL,6E,6E-DEMO833,2026-10-26,45,ECONOMY,4365.42,1231.27,5596.69,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,MAA,DEL,6E,6E-DEMO833,2026-10-26,30,ECONOMY,4601.98,1298.0,5899.98,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,MAA,DEL,6E,6E-DEMO833,2026-10-26,21,ECONOMY,4752.49,1340.45,6092.93,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,MAA,DEL,6E,6E-DEMO833,2026-10-26,15,ECONOMY,4705.89,1327.3,6033.19,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,MAA,DEL,6E,6E-DEMO833,2026-10-26,7,ECONOMY,4729.77,1334.04,6063.81,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,MAA,DEL,6E,6E-DEMO833,2026-10-26,1,ECONOMY,4959.53,1398.84,6358.37,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,COK,AI,AI-DEMO904,2026-10-26,45,ECONOMY,5253.22,1481.68,6734.89,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,COK,AI,AI-DEMO904,2026-10-26,30,ECONOMY,5437.54,1533.66,6971.2,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,COK,AI,AI-DEMO904,2026-10-26,21,ECONOMY,5534.44,1561.0,7095.43,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,COK,AI,AI-DEMO904,2026-10-26,15,ECONOMY,5634.4,1589.19,7223.59,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,COK,AI,AI-DEMO904,2026-10-26,7,ECONOMY,5758.72,1624.26,7382.98,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,COK,AI,AI-DEMO904,2026-10-26,1,ECONOMY,5866.21,1654.57,7520.78,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,GOI,6E,6E-DEMO145,2026-10-26,45,ECONOMY,2775.93,782.96,3558.89,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,GOI,6E,6E-DEMO145,2026-10-26,30,ECONOMY,2961.95,835.42,3797.37,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,GOI,6E,6E-DEMO145,2026-10-26,21,ECONOMY,3012.58,849.7,3862.28,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,GOI,6E,6E-DEMO145,2026-10-26,15,ECONOMY,3058.57,862.67,3921.24,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,GOI,6E,6E-DEMO145,2026-10-26,7,ECONOMY,3056.76,862.16,3918.92,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,GOI,6E,6E-DEMO145,2026-10-26,1,ECONOMY,3190.8,899.97,4090.76,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,JAI,6E,6E-DEMO258,2026-10-26,45,ECONOMY,3016.13,850.7,3866.83,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,JAI,6E,6E-DEMO258,2026-10-26,30,ECONOMY,3040.56,857.59,3898.15,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,JAI,6E,6E-DEMO258,2026-10-26,21,ECONOMY,3206.04,904.27,4110.3,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,JAI,6E,6E-DEMO258,2026-10-26,15,ECONOMY,3146.74,887.54,4034.28,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,JAI,6E,6E-DEMO258,2026-10-26,7,ECONOMY,3223.78,909.27,4133.05,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,JAI,6E,6E-DEMO258,2026-10-26,1,ECONOMY,3317.11,935.6,4252.7,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,HYD,AI,AI-DEMO367,2026-10-26,45,ECONOMY,3215.81,907.02,4122.83,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,HYD,AI,AI-DEMO367,2026-10-26,30,ECONOMY,3345.63,943.64,4289.27,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,HYD,AI,AI-DEMO367,2026-10-26,21,ECONOMY,3339.9,942.02,4281.93,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,HYD,AI,AI-DEMO367,2026-10-26,15,ECONOMY,3423.05,965.48,4388.53,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,HYD,AI,AI-DEMO367,2026-10-26,7,ECONOMY,3533.94,996.75,4530.7,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,HYD,AI,AI-DEMO367,2026-10-26,1,ECONOMY,3566.95,1006.06,4573.02,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,AMD,6E,6E-DEMO479,2026-10-26,45,ECONOMY,3329.28,939.03,4268.3,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,AMD,6E,6E-DEMO479,2026-10-26,30,ECONOMY,3493.17,985.25,4478.42,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,AMD,6E,6E-DEMO479,2026-10-26,21,ECONOMY,3525.65,994.42,4520.07,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,AMD,6E,6E-DEMO479,2026-10-26,15,ECONOMY,3536.94,997.6,4534.54,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,AMD,6E,6E-DEMO479,2026-10-26,7,ECONOMY,3718.58,1048.83,4767.41,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,AMD,6E,6E-DEMO479,2026-10-26,1,ECONOMY,3711.78,1046.91,4758.69,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,LKO,AI,AI-DEMO518,2026-10-26,45,ECONOMY,2655.61,749.02,3404.62,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,LKO,AI,AI-DEMO518,2026-10-26,30,ECONOMY,2745.12,774.27,3519.39,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,LKO,AI,AI-DEMO518,2026-10-26,21,ECONOMY,2821.53,795.81,3617.34,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,LKO,AI,AI-DEMO518,2026-10-26,15,ECONOMY,2871.61,809.94,3681.55,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,LKO,AI,AI-DEMO518,2026-10-26,7,ECONOMY,2945.31,830.73,3776.04,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,LKO,AI,AI-DEMO518,2026-10-26,1,ECONOMY,3070.84,866.13,3936.98,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,HYD,DEL,6E,6E-DEMO629,2026-10-26,45,ECONOMY,3619.28,1020.82,4640.1,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,HYD,DEL,6E,6E-DEMO629,2026-10-26,30,ECONOMY,3814.5,1075.89,4890.39,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,HYD,DEL,6E,6E-DEMO629,2026-10-26,21,ECONOMY,3904.45,1101.25,5005.7,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,HYD,DEL,6E,6E-DEMO629,2026-10-26,15,ECONOMY,3923.68,1106.68,5030.36,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,HYD,DEL,6E,6E-DEMO629,2026-10-26,7,ECONOMY,4033.56,1137.67,5171.23,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,HYD,DEL,6E,6E-DEMO629,2026-10-26,1,ECONOMY,4018.04,1133.29,5151.34,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,CCU,DEL,AI,AI-DEMO741,2026-10-26,45,ECONOMY,4779.35,1348.02,6127.37,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,CCU,DEL,AI,AI-DEMO741,2026-10-26,30,ECONOMY,5002.11,1410.85,6412.96,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,CCU,DEL,AI,AI-DEMO741,2026-10-26,21,ECONOMY,5069.7,1429.92,6499.61,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,CCU,DEL,AI,AI-DEMO741,2026-10-26,15,ECONOMY,5051.0,1424.64,6475.64,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,CCU,DEL,AI,AI-DEMO741,2026-10-26,7,ECONOMY,5086.2,1434.57,6520.77,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,CCU,DEL,AI,AI-DEMO741,2026-10-26,1,ECONOMY,5194.67,1465.16,6659.83,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,GOI,6E,6E-DEMO852,2026-10-26,45,ECONOMY,2829.96,798.19,3628.16,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,GOI,6E,6E-DEMO852,2026-10-26,30,ECONOMY,2954.66,833.36,3788.02,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,GOI,6E,6E-DEMO852,2026-10-26,21,ECONOMY,3054.28,861.46,3915.75,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,GOI,6E,6E-DEMO852,2026-10-26,15,ECONOMY,3132.28,883.46,4015.75,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,GOI,6E,6E-DEMO852,2026-10-26,7,ECONOMY,3235.68,912.63,4148.31,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BLR,GOI,6E,6E-DEMO852,2026-10-26,1,ECONOMY,3130.72,883.02,4013.74,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,MAA,6E,6E-DEMO901,2026-10-26,45,ECONOMY,4058.08,1144.59,5202.67,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,MAA,6E,6E-DEMO901,2026-10-26,30,ECONOMY,4341.85,1224.63,5566.48,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,MAA,6E,6E-DEMO901,2026-10-26,21,ECONOMY,4393.35,1239.15,5632.5,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,MAA,6E,6E-DEMO901,2026-10-26,15,ECONOMY,4329.93,1221.26,5551.19,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,MAA,6E,6E-DEMO901,2026-10-26,7,ECONOMY,4540.53,1280.66,5821.19,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,BOM,MAA,6E,6E-DEMO901,2026-10-26,1,ECONOMY,4618.71,1302.71,5921.42,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,SXR,AI,AI-DEMO902,2026-10-26,45,ECONOMY,5574.71,1572.35,7147.06,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,SXR,AI,AI-DEMO902,2026-10-26,30,ECONOMY,6048.23,1705.91,7754.14,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,SXR,AI,AI-DEMO902,2026-10-26,21,ECONOMY,5901.88,1664.63,7566.52,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,SXR,AI,AI-DEMO902,2026-10-26,15,ECONOMY,6029.24,1700.56,7729.8,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,SXR,AI,AI-DEMO902,2026-10-26,7,ECONOMY,6137.02,1730.95,7867.97,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,SXR,AI,AI-DEMO902,2026-10-26,1,ECONOMY,6216.98,1753.51,7970.48,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,PAT,6E,6E-DEMO903,2026-10-26,45,ECONOMY,3383.26,954.25,4337.51,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,PAT,6E,6E-DEMO903,2026-10-26,30,ECONOMY,3457.8,975.28,4433.07,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,PAT,6E,6E-DEMO903,2026-10-26,21,ECONOMY,3558.59,1003.7,4562.29,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,PAT,6E,6E-DEMO903,2026-10-26,15,ECONOMY,3648.62,1029.1,4677.72,INR,2026-09-11T23:53:12
DEMO_AUTHORIZED_API,DEL,PAT,6E,6E-DEMO903,2026-10-26,7,ECONOMY,3669.14,1034.89,4704.02,INR,2026-09-11T23:53:12
